timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix)
1478365216.20,-0.035039,0.167947,1.397965,-0.043395,0.108453,0.111484,-0.034539,-0.167159,-0.985325,0.017312,-0.027665,-0.061764,6.706029,-20.761030,-33.772625,,,,,,
1478365216.22,-0.035024,0.170053,1.400620,0.156756,0.033364,0.137153,-0.034512,-0.169234,-0.984971,-0.011448,0.005126,0.291108,7.034954,-20.951859,-33.587353,,,,,,
1478365216.24,-0.030323,0.169344,1.403523,-0.233974,0.406333,0.099015,-0.029884,-0.168536,-0.985242,-0.016075,0.004428,0.291379,7.040425,-21.029217,-33.537827,,,,,,
1478365216.26,-0.018291,0.152007,1.402430,-1.103008,0.567624,-0.100423,-0.018079,-0.151423,-0.988304,-0.007694,0.137018,0.370979,7.040425,-21.029217,-33.537827,,,,,,
1478365216.28,-0.005999,0.130482,1.399601,-0.761498,0.569198,-0.091183,-0.005948,-0.130112,-0.991481,0.038723,0.037491,-0.412175,7.552253,-20.395493,-33.816692,,,,,,
1478365216.31,0.004249,0.127613,1.399543,0.192285,0.374971,0.061366,0.004215,-0.127267,-0.991860,0.021206,-0.043174,-0.294517,8.214079,-19.505692,-34.185352,,,,,,
1478365216.33,0.006510,0.134995,1.403052,0.306302,-0.025240,0.217893,0.006450,-0.134585,-0.990881,-0.022259,-0.071256,0.048407,8.398141,-19.608120,-34.081875,,,,,,
1478365216.35,0.004778,0.135815,1.408716,-0.142309,0.028596,0.274548,0.004734,-0.135398,-0.990780,-0.048877,0.027366,0.321423,8.261010,-19.911926,-33.938950,,,,,,
1478365216.37,0.011535,0.126081,1.412751,-0.624857,0.519130,0.115287,0.011443,-0.125747,-0.991996,-0.056472,0.142333,0.346016,8.264896,-19.795483,-34.006054,,,,,,
1478365216.39,0.023681,0.110718,1.413001,-0.712038,0.548812,-0.049591,0.023534,-0.110491,-0.993598,-0.038808,0.141452,0.119255,8.264896,-19.795483,-34.006054,,,,,,
1478365216.41,0.032686,0.098497,1.411338,-0.395393,0.383584,-0.107878,0.032522,-0.098338,-0.994622,-0.006903,-0.006475,-0.005134,8.823942,-19.073149,-34.277313,,,,,,
1478365216.43,0.039033,0.095442,1.410718,-0.055127,0.223933,0.019170,0.038845,-0.095297,-0.994691,-0.013226,-0.009516,-0.005065,9.302022,-18.551115,-34.437042,,,,,,
1478365216.46,0.042267,0.090545,1.412880,-0.448474,0.127279,0.123957,0.042082,-0.090421,-0.995014,0.006243,-0.022585,0.186176,9.426105,-18.516273,-34.422050,,,,,,
1478365216.48,0.044300,0.072240,1.416641,-1.049043,0.126952,0.147789,0.044170,-0.072177,-0.996413,0.033298,0.112537,0.111892,9.495432,-17.949350,-34.702145,,,,,,
1478365216.50,0.048710,0.050531,1.420644,-0.918227,0.286678,0.137051,0.048629,-0.050509,-0.997539,0.024049,0.112430,-0.075245,9.542876,-17.372068,-34.981792,,,,,,
1478365216.52,0.057184,0.037365,1.423852,-0.438850,0.445509,0.097788,0.057113,-0.037357,-0.997669,-0.010879,0.096225,-0.125348,9.542876,-17.372068,-34.981792,,,,,,
1478365216.54,0.066002,0.030821,1.425535,-0.334102,0.383897,0.048982,0.065923,-0.030816,-0.997349,0.026270,0.073129,-0.009914,9.877015,-16.581152,-35.271675,,,,,,
1478365216.56,0.071603,0.017193,1.427904,-0.833518,0.198038,0.079268,0.071532,-0.017192,-0.997290,0.054353,0.082042,0.034506,10.278045,-16.173130,-35.346470,,,,,,
1478365216.58,0.076629,-0.003656,1.432084,-1.010083,0.276423,0.144706,0.076553,0.003656,-0.997059,0.063614,0.075430,-0.088055,10.375448,-15.717268,-35.523216,,,,,,
1478365216.61,0.084251,-0.022433,1.437430,-0.799192,0.400555,0.197117,0.084130,0.022431,-0.996202,0.019767,0.087707,-0.307890,10.637739,-14.660750,-35.895435,,,,,,
1478365216.63,0.091647,-0.035114,1.442694,-0.520185,0.280194,0.180680,0.091462,0.035107,-0.995189,0.012435,0.075031,-0.308903,10.637739,-14.660750,-35.895435,,,,,,
1478365216.65,0.095359,-0.045087,1.447196,-0.493229,0.101660,0.151108,0.095118,0.045072,-0.994445,-0.013727,0.058627,-0.264268,10.932461,-14.008116,-36.067093,,,,,,
1478365216.67,0.096776,-0.056482,1.451327,-0.581580,0.056718,0.147907,0.096471,0.056452,-0.993734,0.006724,0.091375,-0.233546,10.979118,-13.756924,-36.149513,,,,,,
1478365216.69,0.100035,-0.068710,1.455806,-0.575602,0.196611,0.141623,0.099632,0.068656,-0.992653,0.007210,0.122155,-0.318871,10.999285,-13.151745,-36.367958,,,,,,
1478365216.71,0.104871,-0.078652,1.459630,-0.403678,0.193705,0.129758,0.104355,0.078571,-0.991432,0.003143,0.098950,-0.431451,11.081010,-12.842382,-36.453613,,,,,,
,,,,,,,,,,,,,,,,37.354362,-122.024525,45.909576,0.000000,-1.000000,1478365312.00
1478365216.73,0.106857,-0.083972,1.462504,-0.173015,-0.005380,0.085434,0.106278,0.083873,-0.990793,-0.032303,0.096379,-0.490820,11.220377,-12.448078,-36.547638,,,,,,
1478365216.76,0.102805,-0.083966,1.462741,0.108200,-0.287762,-0.041963,0.102262,0.083867,-0.991216,-0.056654,0.103572,-0.504222,11.220377,-12.448078,-36.547638,,,,,,
1478365216.78,0.093571,-0.077461,1.459578,0.430701,-0.480209,-0.140439,0.093154,0.077384,-0.992640,-0.039840,0.104074,-0.447561,10.999804,-12.454447,-36.612461,,,,,,
1478365216.80,0.083058,-0.066527,1.455440,0.556715,-0.464109,-0.141186,0.082779,0.066478,-0.994348,0.011840,0.087819,-0.218512,10.764362,-12.642335,-36.618046,,,,,,
1478365216.82,0.074154,-0.054810,1.452162,0.566221,-0.360277,-0.093461,0.073975,0.054782,-0.995754,0.020645,0.099515,-0.217106,10.277779,-13.224160,-36.552296,,,,,,
1478365216.84,0.067670,-0.041859,1.449414,0.638126,-0.258218,-0.083428,0.067559,0.041847,-0.996837,0.012718,0.116463,-0.203739,10.085207,-13.542044,-36.489491,,,,,,
1478365216.86,0.062343,-0.027952,1.446726,0.665214,-0.252288,-0.085253,0.062278,0.027949,-0.997667,0.011086,0.096914,-0.144300,9.814459,-14.261196,-36.288784,,,,,,
1478365216.88,0.055237,-0.017624,1.444461,0.565006,-0.423472,-0.068876,0.055200,0.017623,-0.998320,0.020788,0.102860,-0.085970,9.814459,-14.261196,-36.288784,,,,,,
1478365216.91,0.044657,-0.008431,1.442537,0.370649,-0.500810,-0.072048,0.044640,0.008431,-0.998968,0.031349,0.112052,-0.085322,9.455043,-14.843566,-36.150410,,,,,,
1478365216.93,0.034890,-0.001508,1.440549,0.302400,-0.415895,-0.087299,0.034883,0.001508,-0.999390,0.029250,0.112948,-0.047668,9.180952,-15.069711,-36.127483,,,,,,
1478365216.95,0.028442,0.004656,1.437539,0.306043,-0.211443,-0.159864,0.028437,-0.004656,-0.999585,0.005208,0.122286,-0.063968,8.734942,-15.407119,-36.095745,,,,,,
1478365216.97,0.027162,0.011454,1.433255,0.317950,0.011447,-0.206575,0.027157,-0.011454,-0.999566,0.029178,0.130961,-0.050499,8.651233,-15.561700,-36.049564,,,,,,
1478365216.99,0.042244,-0.005510,1.429193,0.273194,0.019218,-0.148904,0.042231,0.005510,-0.999093,0.025594,0.046599,-0.107414,8.737432,-15.857613,-35.899509,,,,,,
1478365217.01,0.041877,0.002475,1.426630,0.465103,-0.079415,-0.076872,0.041865,-0.002475,-0.999120,0.025961,0.054584,-0.107386,8.737432,-15.857613,-35.899509,,,,,,
1478365217.03,0.035855,0.015642,1.425069,0.685112,-0.408607,-0.034271,0.035843,-0.015641,-0.999235,0.028946,0.079972,-0.134783,9.292965,-15.443816,-35.940376,,,,,,
1478365217.06,0.023505,0.030474,1.423493,0.674314,-0.689540,-0.070626,0.023492,-0.030470,-0.999260,-0.033990,0.076978,0.042503,9.116562,-15.809610,-35.826328,,,,,,
1478365217.08,0.007545,0.044596,1.420118,0.688361,-0.756313,-0.186412,0.007538,-0.044581,-0.998977,-0.051422,0.052577,0.083496,8.428846,-16.569727,-35.650806,,,,,,
1478365217.10,-0.007537,0.061685,1.415055,0.853258,-0.663709,-0.241472,-0.007523,-0.061646,-0.998070,-0.025467,0.038910,0.178810,8.428846,-16.569727,-35.650806,,,,,,
1478365217.12,-0.019348,0.079744,1.410153,0.792122,-0.516991,-0.234661,-0.019286,-0.079659,-0.996636,-0.008455,0.013314,0.290428,7.448228,-17.833447,-35.257244,,,,,,
1478365217.14,-0.029756,0.092329,1.405345,0.447078,-0.519752,-0.250103,-0.029625,-0.092198,-0.995300,-0.006141,0.006505,0.317535,7.448228,-17.833447,-35.257244,,,,,,
1478365217.16,-0.039833,0.097513,1.400011,0.137407,-0.459729,-0.253835,-0.039633,-0.097359,-0.994460,0.007437,0.002739,0.301543,7.014851,-18.430382,-35.038467,,,,,,
1478365217.18,-0.045936,0.101466,1.395231,0.245921,-0.223130,-0.202851,-0.045684,-0.101292,-0.993807,-0.001191,-0.072795,0.101260,6.816117,-18.511438,-35.034962,,,,,,
1478365217.21,-0.047825,0.111225,1.392535,0.574627,-0.038315,-0.113539,-0.047511,-0.110996,-0.992685,0.000636,-0.063092,0.100137,6.657233,-18.733372,-34.947437,,,,,,
1478365217.23,-0.045966,0.125104,1.390715,0.639519,0.153014,-0.121000,-0.045590,-0.124778,-0.991137,-0.026843,-0.060006,0.144686,6.657233,-18.733372,-34.947437,,,,,,
1478365217.25,-0.041121,0.135198,1.387979,0.327455,0.178472,-0.166323,-0.040734,-0.134786,-0.990037,-0.045051,-0.041727,0.226548,6.929999,-19.654041,-34.384224,,,,,,
1478365217.27,-0.040936,0.138569,1.383459,0.076388,-0.144614,-0.233928,-0.040533,-0.138126,-0.989585,-0.057688,-0.039410,0.160056,6.929999,-19.654041,-34.384224,,,,,,
1478365217.29,-0.043857,0.140166,1.376898,0.088120,-0.153176,-0.341329,-0.043413,-0.139708,-0.989241,-0.072111,-0.045244,0.162107,7.051130,-19.784458,-34.284660,,,,,,
1478365217.31,-0.044123,0.144721,1.369638,0.258974,-0.001300,-0.340095,-0.043647,-0.144216,-0.988583,-0.060326,-0.089426,0.175625,7.054975,-19.783976,-34.284153,,,,,,
1478365217.33,-0.041200,0.151269,1.363098,0.289709,0.153111,-0.298101,-0.040718,-0.150693,-0.987742,-0.051644,-0.109577,0.256724,7.245552,-19.958145,-34.143166,,,,,,
1478365217.36,-0.034319,0.155288,1.358137,0.079088,0.356838,-0.198246,-0.033899,-0.154665,-0.987385,-0.017919,-0.097411,0.351674,7.245552,-19.958145,-34.143166,,,,,,
1478365217.38,-0.026412,0.153529,1.355615,-0.159935,0.330434,-0.065513,-0.026098,-0.152926,-0.987893,-0.012232,-0.079190,0.243081,7.905196,-20.084393,-33.922062,,,,,,
1478365217.40,-0.019487,0.148338,1.354558,-0.281226,0.321674,-0.042642,-0.019272,-0.147794,-0.988830,-0.019058,-0.084322,0.244018,7.905196,-20.084393,-33.922062,,,,,,
1478365217.42,-0.011989,0.141811,1.353438,-0.303579,0.355335,-0.044465,-0.011869,-0.141336,-0.989891,-0.035907,-0.069220,0.209114,8.285739,-19.811754,-33.991505,,,,,,
1478365217.44,-0.004756,0.137593,1.351820,-0.125818,0.295486,-0.095230,-0.004711,-0.137159,-0.990538,-0.063618,-0.063341,0.140776,8.489741,-19.637150,-34.042442,,,,,,
1478365217.46,0.001395,0.136422,1.348494,-0.041087,0.266382,-0.198424,0.001382,-0.135999,-0.990708,-0.072275,-0.052111,0.250641,8.882583,-19.442719,-34.053806,,,,,,
1478365217.48,0.009138,0.132970,1.343247,-0.300100,0.391674,-0.265971,0.009057,-0.132578,-0.991131,-0.008508,0.002756,0.375164,8.882583,-19.442719,-34.053806,,,,,,
1478365217.51,0.019486,0.119043,1.337010,-0.846495,0.440515,-0.322968,0.019347,-0.118762,-0.992734,0.059053,0.073230,0.259443,9.691965,-18.884029,-34.147335,,,,,,
1478365217.53,0.040572,0.091443,1.329142,-0.937322,0.224707,-0.322183,0.040392,-0.091315,-0.995003,0.063490,0.025092,0.006477,9.691965,-18.884029,-34.147335,,,,,,
1478365217.55,0.043109,0.076553,1.323067,-0.496996,0.072986,-0.313958,0.042970,-0.076478,-0.996145,0.006804,-0.027678,-0.117792,10.716209,-17.507523,-34.572113,,,,,,
1478365217.57,0.050784,0.073501,1.315124,0.081488,0.552963,-0.420128,0.050625,-0.073435,-0.996014,-0.062298,0.025858,0.093060,11.086766,-16.934183,-34.740440,,,,,,
1478365217.59,0.071453,0.078988,1.304363,0.309140,1.158934,-0.496875,0.071169,-0.078906,-0.994338,-0.082842,0.031329,0.091384,11.599722,-16.958725,-34.560520,,,,,,
1478365217.61,0.098786,0.079155,1.295504,-0.168908,1.158341,-0.329426,0.098317,-0.079072,-0.992009,0.034404,0.045426,0.224690,11.599722,-16.958725,-34.560520,,,,,,
1478365217.63,0.119129,0.068998,1.293564,-0.559973,0.844537,-0.027080,0.118565,-0.068944,-0.990550,0.083828,0.001973,-0.036962,13.729861,-16.662489,-33.918045,,,,,,
1478365217.65,0.135503,0.059772,1.296710,-0.327984,0.757696,0.140099,0.134847,-0.059736,-0.989064,-0.048788,-0.003283,-0.059459,13.729861,-16.662489,-33.918045,,,,,,
1478365217.68,0.152013,0.057437,1.298880,-0.024159,0.824294,0.024709,0.151179,-0.057406,-0.986838,-0.156443,0.034838,0.087699,14.539150,-16.230398,-33.790066,,,,,,
1478365217.70,0.175652,0.054625,1.298473,-0.275897,1.277734,-0.064187,0.174490,-0.054598,-0.983144,-0.072592,0.120912,0.267263,15.517509,-16.151829,-33.390217,,,,,,
1478365217.72,0.203885,0.043131,1.299693,-0.666844,1.276525,-0.013401,0.202287,-0.043118,-0.978377,0.010008,0.089016,0.121565,16.238825,-15.927537,-33.154114,,,,,,
1478365217.74,0.226480,0.027989,1.304432,-0.736508,0.931441,0.110544,0.224461,-0.027985,-0.974081,0.005459,0.031953,-0.046305,16.238825,-15.927537,-33.154114,,,,,,
,,,,,,,,,,,,,,,,37.354362,-122.024525,45.987396,0.000000,-1.000000,1478365313.00
1478365217.76,0.243516,0.014338,1.311278,-0.693038,0.732695,0.195217,0.241092,-0.014337,-0.970396,0.040723,0.051858,-0.016725,17.832825,-14.878354,-32.820820,,,,,,
1478365217.78,0.255446,-0.001557,1.321678,-0.961675,0.437820,0.342527,0.252676,0.001557,-0.967550,0.029138,0.035964,-0.019572,17.832825,-14.878354,-32.820820,,,,,,
1478365217.80,0.262416,-0.021712,1.335496,-1.123080,0.306816,0.383079,0.259353,0.021710,-0.965539,0.001969,0.037585,-0.082527,18.287020,-14.153410,-32.891445,,,,,,
1478365217.83,0.270807,-0.042518,1.348289,-1.025334,0.374203,0.268966,0.267267,0.042506,-0.962685,0.039175,0.132147,-0.385216,18.485229,-13.193594,-33.178406,,,,,,
1478365217.85,0.276804,-0.058861,1.358237,-0.761734,0.122787,0.221859,0.272809,0.058827,-0.960268,0.040866,0.064571,-0.485380,18.617764,-12.758136,-33.274464,,,,,,
1478365217.87,0.274122,-0.070722,1.366677,-0.579485,-0.298822,0.220941,0.270025,0.070663,-0.960257,0.029246,0.026169,-0.460809,18.617764,-12.758136,-33.274464,,,,,,
1478365217.89,0.265161,-0.079690,1.372440,-0.419505,-0.489595,0.086825,0.261233,0.079605,-0.961988,-0.032138,0.046112,-0.405154,18.481651,-12.152698,-33.575615,,,,,,
1478365217.91,0.255732,-0.085947,1.374834,-0.239287,-0.385966,0.019851,0.252020,0.085841,-0.963907,-0.032934,0.017293,-0.327780,17.944729,-11.747017,-34.008465,,,,,,
1478365217.93,0.251453,-0.088337,1.376334,-0.073028,-0.081806,0.062253,0.247841,0.088222,-0.964775,-0.002221,0.010243,-0.261970,17.731375,-11.620360,-34.163532,,,,,,
1478365217.95,0.253046,-0.088304,1.378763,-0.004562,0.125410,0.140509,0.249379,0.088189,-0.964382,0.038143,0.068107,-0.331135,17.636749,-11.585884,-34.224167,,,,,,
1478365217.98,0.255221,-0.086545,1.381621,0.084864,0.021758,0.133044,0.251514,0.086437,-0.963986,0.036007,0.069859,-0.331531,17.679008,-11.636029,-34.185329,,,,,,
1478365218.00,0.251580,-0.083119,1.382157,0.195306,-0.299841,0.020080,0.248075,0.083023,-0.965177,0.013338,0.083328,-0.420749,17.679008,-11.636029,-34.185329,,,,,,
1478365218.02,0.240472,-0.077184,1.380271,0.348166,-0.618275,-0.028259,0.237452,0.077107,-0.968334,0.052999,0.032954,-0.504551,17.537422,-11.821551,-34.194607,,,,,,
1478365218.04,0.223747,-0.067652,1.377378,0.543501,-0.843123,-0.021956,0.221377,0.067600,-0.972842,0.037992,0.016430,-0.482266,16.906303,-12.174033,-34.388241,,,,,,
1478365218.06,0.205130,-0.052820,1.373952,0.812004,-0.842099,0.001481,0.203410,0.052795,-0.977669,0.013738,0.028611,-0.390144,16.446737,-12.468777,-34.505299,,,,,,
1478365218.08,0.188166,-0.033304,1.370323,0.975758,-0.757026,0.007601,0.186954,0.033297,-0.981804,-0.018528,0.072476,-0.271629,15.528981,-13.390904,-34.584908,,,,,,
1478365218.10,0.171424,-0.012557,1.366746,0.982797,-0.804183,0.021331,0.170572,0.012557,-0.985265,-0.010370,0.099901,-0.188822,15.105648,-13.936488,-34.556839,,,,,,
1478365218.13,0.152296,0.007985,1.363601,0.961497,-0.946335,-0.004558,0.151703,-0.007985,-0.988394,-0.023331,0.138723,-0.125894,15.105648,-13.936488,-34.556839,,,,,,
1478365218.15,0.131360,0.028433,1.359109,0.979098,-0.979702,-0.121557,0.130929,-0.028429,-0.990984,-0.087503,0.138017,0.060686,14.146772,-15.022972,-34.507397,,,,,,
1478365218.17,0.111411,0.047503,1.352672,0.864882,-0.912747,-0.216171,0.111055,-0.047485,-0.992679,-0.067629,0.157074,0.062381,13.120390,-16.049002,-34.450928,,,,,,
1478365218.19,0.093422,0.062963,1.346186,0.669467,-0.804291,-0.230788,0.093101,-0.062921,-0.993666,-0.041328,0.119073,0.144072,12.668423,-16.485237,-34.414085,,,,,,
1478365218.21,0.078954,0.073360,1.340770,0.422295,-0.634746,-0.195354,0.078659,-0.073294,-0.994204,-0.052689,0.070120,0.171495,11.929749,-17.090988,-34.382561,,,,,,
1478365218.23,0.066504,0.081876,1.336180,0.421160,-0.582772,-0.171018,0.066232,-0.081785,-0.994447,-0.051630,0.048063,0.147584,11.642045,-17.281380,-34.386013,,,,,,
1478365218.25,0.054530,0.090439,1.332064,0.390553,-0.571343,-0.161972,0.054280,-0.090316,-0.994433,-0.052571,0.040252,0.194003,11.642045,-17.281380,-34.386013,,,,,,
1478365218.28,0.043407,0.096858,1.327723,0.256334,-0.509255,-0.203198,0.043190,-0.096707,-0.994375,-0.063393,0.053235,0.213446,11.097722,-17.675827,-34.365494,,,,,,
1478365218.30,0.034313,0.099730,1.323067,0.056209,-0.409458,-0.199550,0.034136,-0.099565,-0.994445,-0.031023,0.012499,0.240814,10.639700,-17.907076,-34.390621,,,,,,
1478365218.32,0.027116,0.097665,1.319632,-0.141537,-0.298635,-0.149365,0.026984,-0.097510,-0.994869,-0.032828,-0.003381,0.223949,10.470644,-17.903126,-34.444519,,,,,,
1478365218.34,0.024500,0.096790,1.315520,0.054095,-0.026698,-0.234701,0.024383,-0.096639,-0.995021,-0.056060,0.010991,0.093638,10.278862,-17.746548,-34.583035,,,,,,
1478365218.36,0.027271,0.099609,1.309393,0.142516,0.155833,-0.291766,0.027132,-0.099445,-0.994673,-0.058809,0.013797,0.093291,10.278862,-17.746548,-34.583035,,,,,,
1478365218.38,0.030583,0.100837,1.303442,0.002352,0.090254,-0.250858,0.030423,-0.100667,-0.994455,-0.021649,-0.012813,0.130457,10.534545,-17.789055,-34.484112,,,,,,
1478365218.40,0.030723,0.098296,1.299365,-0.173183,-0.069198,-0.159176,0.030570,-0.098138,-0.994703,0.046365,-0.048515,0.143568,10.676380,-17.769886,-34.450359,,,,,,
1478365218.43,0.028970,0.092185,1.297918,-0.339195,-0.091356,-0.032080,0.028843,-0.092055,-0.995336,0.036969,-0.052278,0.134740,10.728562,-17.540602,-34.551506,,,,,,
1478365218.45,0.026176,0.083679,1.298384,-0.424000,-0.152573,0.032147,0.026081,-0.083581,-0.996160,0.013989,-0.047065,0.095052,10.684590,-17.348217,-34.662083,,,,,,
1478365218.47,0.023572,0.075544,1.299100,-0.310908,-0.076866,0.012609,0.023503,-0.075472,-0.996871,-0.023595,-0.030393,0.041640,10.521992,-16.900747,-34.931847,,,,,,
1478365218.49,0.018222,0.084511,1.298990,0.062576,0.218049,-0.058808,0.018156,-0.084411,-0.996266,-0.021910,-0.028596,-0.005810,10.521992,-16.900747,-34.931847,,,,,,
1478365218.51,0.024829,0.089173,1.297423,0.267550,0.326257,-0.062797,0.024728,-0.089055,-0.995720,-0.009774,-0.034252,0.015861,10.373245,-17.180817,-34.839584,,,,,,
1478365218.53,0.031897,0.095112,1.295698,0.263985,0.284213,-0.075027,0.031748,-0.094969,-0.994974,0.005468,-0.035707,0.062158,10.568351,-17.305305,-34.719124,,,,,,
1478365218.55,0.036051,0.099604,1.293994,0.168505,0.141495,-0.073286,0.035865,-0.099439,-0.994397,0.001352,-0.031237,0.061582,10.929426,-17.576742,-34.470089,,,,,,
1478365218.58,0.039437,0.102540,1.291836,0.144962,0.177730,-0.116751,0.039220,-0.102360,-0.993974,-0.014470,-0.021770,0.086107,11.030064,-17.658657,-34.396088,,,,,,
1478365218.60,0.043739,0.109988,1.289572,0.161488,0.215906,-0.091970,0.043460,-0.109766,-0.993007,0.022686,-0.029485,0.055629,11.269386,-17.929312,-34.177795,,,,,,
1478365218.62,0.047954,0.112746,1.288667,0.104976,0.185308,0.002226,0.047632,-0.112507,-0.992509,0.026389,-0.041790,0.090928,11.269386,-17.929312,-34.177795,,,,,,
1478365218.64,0.051047,0.113663,1.289412,0.014276,0.120459,0.054084,0.050696,-0.113419,-0.992253,0.003152,-0.031265,0.069661,11.502918,-18.053963,-34.034081,,,,,,
1478365218.66,0.053428,0.113967,1.290574,0.024875,0.126569,0.043306,0.053057,-0.113720,-0.992095,-0.034700,-0.015858,0.051284,11.565855,-18.078806,-33.999546,,,,,,
1478365218.68,0.052395,0.120774,1.291473,0.003702,0.166455,0.017023,0.051990,-0.120481,-0.991353,-0.022998,-0.013873,0.084783,11.678515,-18.117767,-33.940243,,,,,,
1478365218.70,0.055954,0.119191,1.292363,-0.116394,0.173747,0.057019,0.055528,-0.118909,-0.991351,0.002913,-0.011370,0.097323,11.678515,-18.117767,-33.940243,,,,,,
,,,,,,,,,,,,,,,,37.354362,-122.024525,45.991730,0.000000,-1.000000,1478365314.00
1478365218.73,0.059088,0.116209,1.294236,-0.152906,0.146796,0.089262,0.058655,-0.115948,-0.991522,-0.000870,0.031628,-0.038477,11.750161,-18.235668,-33.852257,,,,,,
1478365218.75,0.061282,0.113330,1.296076,-0.118799,0.096986,0.059577,0.060850,-0.113088,-0.991720,-0.003065,0.028768,-0.038279,11.750161,-18.235668,-33.852257,,,,,,
1478365218.77,0.062842,0.112209,1.296897,-0.005777,0.073657,0.023121,0.062406,-0.111973,-0.991750,-0.017560,0.042134,-0.076198,11.829192,-18.118568,-33.887596,,,,,,
1478365218.79,0.060652,0.106327,1.297624,0.030695,0.042356,0.013032,0.060273,-0.106127,-0.992524,-0.014908,0.028734,-0.049987,11.862007,-18.101156,-33.885429,,,,,,
1478365218.81,0.061685,0.107584,1.297696,0.068382,0.055636,-0.000798,0.061289,-0.107376,-0.992328,-0.026484,0.021057,-0.022534,11.798136,-17.924356,-34.001511,,,,,,
1478365218.83,0.062731,0.108679,1.297720,0.037753,0.029900,0.014448,0.062320,-0.108465,-0.992145,-0.016391,0.021017,-0.005856,11.798136,-17.924356,-34.001511,,,,,,
1478365218.85,0.062858,0.109074,1.298150,-0.007009,0.003070,0.026917,0.062443,-0.108857,-0.992094,-0.021107,0.017625,0.018675,11.850375,-18.004358,-33.941025,,,,,,
1478365218.88,0.063405,0.108507,1.299058,-0.022281,0.044029,0.055841,0.062990,-0.108294,-0.992121,-0.020708,0.021182,0.000590,11.850375,-18.004358,-33.941025,,,,,,
1478365218.90,0.059236,0.105735,1.300864,0.057802,0.063054,0.052785,0.058871,-0.105538,-0.992671,-0.030794,0.018746,-0.030019,11.859812,-17.997749,-33.941231,,,,,,
1478365218.92,0.059617,0.106940,1.301146,0.036534,-0.013395,-0.006290,0.059241,-0.106736,-0.992521,-0.048743,0.044694,-0.009753,11.690392,-17.915224,-34.043514,,,,,,
1478365218.94,0.059295,0.107241,1.300039,0.020036,-0.001969,-0.062998,0.058920,-0.107035,-0.992508,-0.048422,0.044993,-0.009766,11.695402,-17.961231,-34.017540,,,,,,
1478365218.96,0.060180,0.107736,1.299107,0.035402,0.064677,-0.026068,0.059795,-0.107528,-0.992402,-0.028010,0.027251,-0.004714,11.695402,-17.961231,-34.017540,,,,,,
1478365218.98,0.054770,0.104973,1.299322,0.087211,0.067879,-0.028529,0.054441,-0.104781,-0.993004,-0.045134,0.026015,-0.023781,11.793846,-17.999575,-33.963242,,,,,,
1478365219.00,0.049245,0.102460,1.298067,0.082437,0.034688,-0.128921,0.048967,-0.102280,-0.993550,-0.049730,0.033341,0.000340,11.793846,-17.999575,-33.963242,,,,,,
1478365219.03,0.046167,0.101266,1.294682,0.083594,0.044713,-0.193776,0.045914,-0.101093,-0.993817,-0.021836,0.019154,-0.002811,11.411011,-17.779869,-34.208866,,,,,,
1478365219.05,0.047605,0.103316,1.290066,0.118917,0.040663,-0.200281,0.047333,-0.103132,-0.993541,0.010345,0.007963,-0.023457,11.335687,-17.700453,-34.275024,,,,,,
1478365219.07,0.048484,0.105338,1.286436,0.100107,0.048126,-0.126087,0.048196,-0.105143,-0.993289,0.057074,-0.024069,0.005923,11.489490,-17.741249,-34.202648,,,,,,
1478365219.09,0.051051,0.106488,1.286167,0.027221,0.143838,0.049444,0.050740,-0.106287,-0.993040,0.079219,-0.047644,0.049650,11.489490,-17.741249,-34.202648,,,,,,
1478365219.11,0.052804,0.106084,1.287700,-0.052945,0.020766,0.056407,0.052483,-0.105885,-0.992992,-0.019707,0.028874,-0.049198,11.658392,-17.805883,-34.111782,,,,,,
1478365219.13,0.050464,0.104753,1.287003,-0.060197,-0.183198,-0.088951,0.050166,-0.104562,-0.993252,-0.017390,0.027551,-0.048938,11.658392,-17.805883,-34.111782,,,,,,
