timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix)
1478365213.16,0.023430,-0.021197,1.448895,0.867141,0.725809,-0.365367,0.023422,0.021195,-0.999501,0.003830,0.075393,0.023061,7.995065,-14.330150,-36.705681,,,,,,
1478365213.18,0.037617,-0.004628,1.442394,0.784595,0.492328,-0.250535,0.037608,0.004628,-0.999282,0.063878,0.213954,-0.003816,7.995065,-14.330150,-36.705681,,,,,,
1478365213.20,0.037809,0.013083,1.438080,1.080868,-0.289774,-0.137846,0.037796,-0.013083,-0.999200,0.035858,0.217902,-0.009391,8.926413,-15.207355,-36.133595,,,,,,
1478365213.22,0.026689,0.036664,1.432956,1.061785,-0.601463,-0.234294,0.026668,-0.036656,-0.998972,0.028767,0.165257,0.211039,8.842907,-16.234230,-35.704819,,,,,,
1478365213.24,0.014109,0.055261,1.426896,0.745002,-0.593309,-0.273571,0.014087,-0.055233,-0.998374,0.041348,0.183834,0.210441,8.566105,-16.804903,-35.507725,,,,,,
1478365213.27,0.002142,0.069290,1.420830,0.655528,-0.552782,-0.281880,0.002137,-0.069235,-0.997598,0.008117,0.076483,0.208734,8.044068,-17.579487,-35.253876,,,,,,
1478365213.29,-0.006432,0.085553,1.414948,0.860593,-0.318303,-0.264114,-0.006408,-0.085448,-0.996322,-0.021424,0.041198,0.169128,7.838421,-17.929985,-35.123444,,,,,,
1478365213.31,-0.011306,0.107612,1.409433,1.074936,-0.288212,-0.265264,-0.011241,-0.107405,-0.994152,0.007579,0.047529,0.162594,7.838421,-17.929985,-35.123444,,,,,,
1478365213.33,-0.022022,0.127025,1.404583,0.749671,-0.686351,-0.216963,-0.021843,-0.126684,-0.991703,0.068398,0.027914,0.241993,7.672778,-18.937502,-34.627747,,,,,,
1478365213.35,-0.038354,0.138153,1.400858,0.414023,-0.753713,-0.179419,-0.037980,-0.137714,-0.989744,0.021195,-0.002774,0.295026,7.132935,-19.766912,-34.277863,,,,,,
1478365213.37,-0.049964,0.147277,1.396679,0.460133,-0.446925,-0.236525,-0.049403,-0.146745,-0.987940,-0.055181,0.010057,0.268442,6.779360,-19.978569,-34.226864,,,,,,
1478365213.39,-0.057430,0.157303,1.391416,0.405971,-0.400438,-0.300312,-0.056689,-0.156655,-0.986025,-0.030469,-0.017661,0.285326,6.433788,-20.420172,-34.032398,,,,,,
1478365213.42,-0.066062,0.162840,1.384685,0.132710,-0.465773,-0.342078,-0.065141,-0.162122,-0.984618,-0.009841,-0.032214,0.270019,6.433788,-20.420172,-34.032398,,,,,,
1478365213.44,-0.073984,0.164148,1.376946,0.039727,-0.376865,-0.373827,-0.072923,-0.163412,-0.983859,-0.002059,-0.030924,0.269260,6.161447,-20.614632,-33.965496,,,,,,
1478365213.46,-0.077420,0.169743,1.369061,0.379044,-0.121367,-0.379878,-0.076231,-0.168929,-0.982676,-0.008547,-0.061723,0.111643,6.054142,-20.592602,-33.998138,,,,,,
1478365213.48,-0.076202,0.180611,1.361275,0.460385,0.021533,-0.402755,-0.074890,-0.179631,-0.980879,0.017929,-0.065487,0.205702,6.135774,-20.860600,-33.819653,,,,,,
1478365213.50,-0.074746,0.188351,1.353544,0.259011,-0.016239,-0.341317,-0.073356,-0.187239,-0.979571,0.054817,-0.109178,0.237231,6.282935,-21.067219,-33.664200,,,,,,
1478365213.52,-0.075463,0.192299,1.348326,0.143607,-0.095910,-0.190878,-0.074002,-0.191116,-0.978774,0.065579,-0.135621,0.231963,6.460593,-21.260891,-33.508453,,,,,,
1478365213.54,-0.075604,0.196209,1.345984,0.207328,0.044418,-0.083217,-0.074082,-0.194952,-0.978011,0.024644,-0.141901,0.253737,6.460593,-21.260891,-33.508453,,,,,,
1478365213.57,-0.070506,0.200782,1.345115,0.188683,0.319448,-0.045094,-0.069033,-0.199436,-0.977476,-0.010267,-0.124783,0.337996,6.530329,-21.424675,-33.390411,,,,,,
1478365213.59,-0.062908,0.199702,1.343860,-0.244673,0.324964,-0.050389,-0.061617,-0.198377,-0.978187,0.031008,-0.095584,0.441154,6.690187,-21.530172,-33.290756,,,,,,
1478365213.61,-0.055336,0.188267,1.342911,-0.654407,0.393241,0.024281,-0.054330,-0.187157,-0.980826,0.071222,-0.094978,0.299537,7.081067,-21.322388,-33.343597,,,,,,
1478365213.63,-0.043760,0.175280,1.344853,-0.504614,0.671329,0.176495,-0.043075,-0.174384,-0.983735,0.059967,-0.107751,0.302445,7.284317,-20.980722,-33.516106,,,,,,
1478365213.65,-0.026129,0.168146,1.350572,-0.262956,0.964607,0.332058,-0.025757,-0.167354,-0.985560,0.074539,-0.113178,0.191737,7.925966,-20.531937,-33.648182,,,,,,
1478365213.67,-0.008179,0.159992,1.357889,-0.499785,0.768803,0.328147,-0.008074,-0.159310,-0.987196,0.071108,-0.032188,0.168546,7.925966,-20.531937,-33.648182,,,,,,
1478365213.69,0.001198,0.146125,1.363587,-0.676752,0.337345,0.212343,0.001185,-0.145606,-0.989342,0.029821,-0.005762,0.050118,8.641192,-20.198614,-33.673832,,,,,,
,,,,,,,,,,,,,,,,37.354362,-122.024525,45.619049,0.000000,-1.000000,1478365309.00
1478365213.71,0.007241,0.132644,1.365567,-0.583804,0.313294,0.022442,0.007178,-0.132255,-0.991190,0.011331,0.048027,0.006052,8.788712,-19.871967,-33.829643,,,,,,
1478365213.74,0.016665,0.122557,1.364871,-0.388243,0.483704,-0.073689,0.016539,-0.122250,-0.992361,0.039766,0.078961,-0.075800,9.113079,-19.239323,-34.108379,,,,,,
1478365213.76,0.025880,0.118014,1.363449,-0.097447,0.363147,-0.050687,0.025697,-0.117741,-0.992712,0.039244,0.024799,-0.161997,9.113079,-19.239323,-34.108379,,,,,,
1478365213.78,0.030306,0.119865,1.363391,0.194450,0.095081,0.033853,0.030084,-0.119578,-0.992369,0.006796,-0.071858,0.060759,9.774029,-18.937634,-34.094219,,,,,,
1478365213.80,0.030587,0.125517,1.366882,0.268705,0.059150,0.287779,0.030341,-0.125187,-0.991669,0.001809,-0.063900,0.352204,9.774029,-18.937634,-34.094219,,,,,,
1478365213.82,0.037038,0.128070,1.373946,-0.055990,0.535372,0.308485,0.036727,-0.127720,-0.991130,-0.004576,-0.061367,0.351665,9.736189,-19.259563,-33.924286,,,,,,
1478365213.84,0.052786,0.118742,1.379183,-0.676440,0.826589,0.175792,0.052390,-0.118463,-0.991575,0.018381,0.167825,0.374922,9.854971,-19.346876,-33.840202,,,,,,
1478365213.86,0.068407,0.101877,1.384252,-0.738944,0.664875,0.223628,0.067999,-0.101701,-0.992488,0.076898,0.084443,0.056560,10.567382,-18.802914,-33.931728,,,,,,
1478365213.89,0.078326,0.091410,1.390855,-0.386994,0.399976,0.287544,0.077919,-0.091282,-0.992772,0.033165,0.052418,-0.043193,10.567382,-18.802914,-33.931728,,,,,,
1478365213.91,0.085748,0.081953,1.396075,-0.587248,0.382430,0.144589,0.085356,-0.081861,-0.992982,-0.040556,0.082731,0.149949,11.178055,-18.035137,-34.152103,,,,,,
1478365213.93,0.097810,0.062460,1.400326,-1.108699,0.730622,0.134029,0.097463,-0.062420,-0.993280,0.009882,0.101116,0.295892,11.178055,-18.035137,-34.152103,,,,,,
1478365213.95,0.117758,0.038356,1.406893,-1.114330,1.074780,0.217588,0.117400,-0.038347,-0.992344,0.058946,0.088029,0.066563,11.751371,-17.080996,-34.448891,,,,,,
1478365213.97,0.139627,0.018827,1.415113,-0.862396,0.927265,0.286241,0.139149,-0.018826,-0.990093,0.085766,0.080731,-0.250798,12.248214,-16.481464,-34.567673,,,,,,
1478365213.99,0.153720,0.003605,1.423820,-0.721356,0.513474,0.294128,0.153114,-0.003605,-0.988202,0.008599,0.080738,-0.197284,13.154438,-15.593528,-34.646557,,,,,,
1478365214.01,0.161609,-0.011111,1.431512,-0.761545,0.324545,0.221393,0.160896,0.011111,-0.986909,0.000816,0.066022,-0.198577,13.154438,-15.593528,-34.646557,,,,,,
1478365214.04,0.169781,-0.029332,1.437992,-0.982926,0.386362,0.127944,0.168893,0.029328,-0.985198,0.038702,0.124862,-0.124955,13.675835,-14.443630,-34.941872,,,,,,
1478365214.06,0.177502,-0.050316,1.445371,-1.020607,0.348178,0.207914,0.176348,0.050295,-0.983042,0.096464,0.095213,-0.268362,13.675835,-14.443630,-34.941872,,,,,,
1478365214.08,0.184141,-0.067861,1.454465,-0.768645,0.243956,0.300961,0.182681,0.067809,-0.980831,0.074201,0.081727,-0.433674,13.994545,-13.380669,-35.237644,,,,,,
1478365214.10,0.189550,-0.079544,1.463190,-0.550842,0.179952,0.271950,0.187821,0.079461,-0.978984,0.024551,0.104133,-0.435826,14.087030,-12.963975,-35.356361,,,,,,
1478365214.12,0.190711,-0.089145,1.469594,-0.483913,-0.058266,0.168795,0.188804,0.089027,-0.977971,-0.010810,0.100563,-0.463786,14.176977,-12.433073,-35.510750,,,,,,
1478365214.14,0.187390,-0.097576,1.473703,-0.360393,-0.209157,0.086359,0.185409,0.097421,-0.977820,-0.015151,0.099295,-0.505075,14.176977,-12.433073,-35.510750,,,,,,
1478365214.16,0.182853,-0.101167,1.475808,-0.071908,-0.226768,0.042997,0.180906,0.100994,-0.978301,-0.017286,0.096027,-0.589524,13.839051,-11.877157,-35.832878,,,,,,
1478365214.19,0.175221,-0.099630,1.475428,0.156352,-0.477765,-0.037984,0.173461,0.099466,-0.979805,-0.030608,0.099494,-0.611992,13.839051,-11.877157,-35.832878,,,,,,
1478365214.21,0.159423,-0.093119,1.472161,0.429295,-0.820815,-0.133623,0.158061,0.092984,-0.983042,-0.015208,0.105975,-0.608755,13.409704,-11.960642,-35.968102,,,,,,
1478365214.23,0.142356,-0.081440,1.466361,0.653091,-0.702739,-0.208172,0.141406,0.081350,-0.986603,-0.009890,0.114817,-0.355056,12.562580,-12.429821,-36.114574,,,,,,
1478365214.25,0.129193,-0.067205,1.459970,0.717969,-0.543644,-0.198429,0.128543,0.067155,-0.989428,0.028577,0.121978,-0.293989,12.225990,-12.779019,-36.108212,,,,,,
1478365214.27,0.117814,-0.052442,1.454380,0.708586,-0.507723,-0.157119,0.117380,0.052418,-0.991703,0.045461,0.120266,-0.245663,12.225990,-12.779019,-36.108212,,,,,,
1478365214.29,0.105685,-0.035898,1.449918,0.854572,-0.595975,-0.095979,0.105421,0.035890,-0.993780,0.072268,0.117705,-0.271571,11.404036,-13.958449,-35.940102,,,,,,
1478365214.31,0.091539,-0.015650,1.446108,1.000533,-0.694026,-0.086218,0.091400,0.015649,-0.995691,0.057693,0.119452,-0.230322,11.404036,-13.958449,-35.940102,,,,,,
1478365214.34,0.075497,0.004729,1.442618,0.912154,-0.787293,-0.077076,0.075424,-0.004729,-0.997140,0.069534,0.124587,-0.113532,10.690695,-15.018899,-35.731262,,,,,,
1478365214.36,0.058693,0.022613,1.440009,0.868606,-0.768353,-0.045097,0.058644,-0.022611,-0.998023,0.083309,0.100828,-0.003839,9.839651,-16.013487,-35.543369,,,,,,
1478365214.38,0.044795,0.041598,1.439131,0.878183,-0.575419,0.033030,0.044741,-0.041586,-0.998133,0.064115,0.108572,0.062204,9.434383,-16.513657,-35.424187,,,,,,
1478365214.40,0.033401,0.058937,1.438965,0.765159,-0.523480,0.008233,0.033337,-0.058903,-0.997707,0.075519,0.125889,0.061779,9.434383,-16.513657,-35.424187,,,,,,
1478365214.42,0.021416,0.073999,1.437765,0.689734,-0.570879,-0.066863,0.021356,-0.073932,-0.997035,-0.003442,0.135410,0.108302,8.483513,-17.861691,-35.008163,,,,,,
1478365214.44,0.010855,0.087698,1.435030,0.599111,-0.452187,-0.140231,0.010813,-0.087586,-0.996098,0.006613,0.122833,0.177937,8.483513,-17.861691,-35.008163,,,,,,
1478365214.46,0.002704,0.097919,1.430663,0.410699,-0.396889,-0.232891,0.002691,-0.097762,-0.995206,-0.000478,0.112548,0.188337,7.991385,-18.542778,-34.769016,,,,,,
1478365214.49,-0.007836,0.106261,1.424946,0.417597,-0.630939,-0.268932,-0.007792,-0.106061,-0.994329,-0.004187,0.062818,0.091192,7.646914,-18.946953,-34.628296,,,,,,
1478365214.51,-0.020169,0.119339,1.419543,0.762713,-0.515462,-0.263526,-0.020024,-0.119056,-0.992686,-0.015575,0.024512,0.064997,7.368133,-19.181370,-34.559616,,,,,,
1478365214.53,-0.025331,0.141523,1.414741,1.126860,-0.122800,-0.243593,-0.025075,-0.141051,-0.989685,-0.027049,0.029570,0.101486,7.368133,-19.181370,-34.559616,,,,,,
1478365214.55,-0.024874,0.164106,1.409662,0.963245,-0.003497,-0.264830,-0.024538,-0.163370,-0.986260,-0.026412,-0.008032,0.299248,7.122977,-20.139784,-34.062202,,,,,,
1478365214.57,-0.024382,0.181664,1.404108,0.735935,-0.035867,-0.297021,-0.023979,-0.180667,-0.983252,-0.034935,-0.007291,0.289877,7.281490,-21.150581,-33.409794,,,,,,
1478365214.59,-0.026278,0.194726,1.397346,0.514384,-0.250292,-0.351932,-0.025778,-0.193498,-0.980762,-0.033136,0.005540,0.287387,7.361062,-21.506832,-33.164017,,,,,,
1478365214.61,-0.034108,0.202555,1.388983,0.272773,-0.518979,-0.420659,-0.033405,-0.201173,-0.978986,-0.022687,-0.025420,0.250089,7.295884,-21.930233,-32.900093,,,,,,
1478365214.64,-0.042640,0.207635,1.380018,0.232819,-0.404701,-0.397370,-0.041712,-0.206146,-0.977632,0.000650,-0.052475,0.214128,7.169415,-22.005892,-32.877369,,,,,,
1478365214.66,-0.046189,0.214833,1.373140,0.369637,-0.141276,-0.278471,-0.045111,-0.213184,-0.975970,0.025091,-0.074047,0.173358,7.169415,-22.005892,-32.877369,,,,,,
1478365214.68,-0.046532,0.222137,1.368835,0.273171,-0.051382,-0.172015,-0.045372,-0.220315,-0.974373,0.036507,-0.071937,0.199577,7.102910,-22.229321,-32.741219,,,,,,
1478365214.70,-0.047073,0.226890,1.366160,0.203718,-0.043383,-0.116145,-0.045849,-0.224949,-0.973291,0.017010,-0.071896,0.178736,7.177130,-22.496876,-32.541676,,,,,,
,,,,,,,,,,,,,,,,37.354362,-122.024525,45.712555,0.000000,-1.000000,1478365310.00
1478365214.72,-0.046808,0.230598,1.364431,0.140180,0.011631,-0.067581,-0.045552,-0.228560,-0.972464,0.005864,-0.073030,0.191992,7.197472,-22.589029,-32.473274,,,,,,
1478365214.74,-0.045341,0.232468,1.363304,0.041312,0.079452,-0.054142,-0.044107,-0.230379,-0.972101,-0.033316,-0.064085,0.263284,7.272559,-22.708694,-32.372929,,,,,,
1478365214.76,-0.041461,0.232409,1.361488,-0.042216,0.225253,-0.095584,-0.040335,-0.230322,-0.972278,-0.028254,-0.061441,0.302814,7.351874,-22.713745,-32.351463,,,,,,
1478365214.79,-0.034555,0.229150,1.359184,-0.248226,0.328823,-0.092082,-0.033645,-0.227150,-0.973278,-0.034943,-0.064613,0.303814,7.351874,-22.713745,-32.351463,,,,,,
1478365214.81,-0.026760,0.221204,1.357781,-0.430710,0.362686,-0.027909,-0.026104,-0.219404,-0.975285,0.029263,-0.056048,0.227116,7.699263,-22.572216,-32.369701,,,,,,
1478365214.83,-0.018395,0.211074,1.357496,-0.482489,0.396562,0.006291,-0.017986,-0.209510,-0.977641,0.028454,-0.040063,0.131633,8.101715,-22.142448,-32.567707,,,,,,
1478365214.85,-0.009680,0.202267,1.357648,-0.357646,0.421331,0.010393,-0.009483,-0.200891,-0.979568,-0.007256,-0.048102,0.076461,8.307865,-21.894142,-32.683437,,,,,,
1478365214.87,-0.005432,0.206314,1.358203,-0.137451,0.399437,-0.035787,-0.005317,-0.204853,-0.978778,-0.025139,-0.027737,0.044666,8.576232,-21.850903,-32.643032,,,,,,
1478365214.89,0.003389,0.205313,1.356568,0.003839,0.403142,-0.104681,0.003318,-0.203873,-0.978992,-0.029120,-0.003509,0.074496,8.801201,-21.792276,-32.622337,,,,,,
1478365214.91,0.014380,0.206231,1.353317,0.032180,0.555317,-0.167985,0.014075,-0.204772,-0.978709,-0.032859,0.023437,0.122446,8.801201,-21.792276,-32.622337,,,,,,
1478365214.94,0.026833,0.204954,1.348257,-0.083340,0.436547,-0.272015,0.026268,-0.203522,-0.978718,0.032799,0.078262,-0.033626,9.366952,-21.780148,-32.472553,,,,,,
1478365214.96,0.030769,0.203107,1.342174,-0.066020,-0.085001,-0.266798,0.030132,-0.201713,-0.978981,0.031437,-0.011009,-0.051811,10.004119,-21.634090,-32.380009,,,,,,
1478365214.98,0.024890,0.203104,1.337754,0.066862,-0.429591,-0.147887,0.024376,-0.201711,-0.979142,0.037193,-0.011012,-0.051650,10.057882,-21.558496,-32.413754,,,,,,
1478365215.00,0.016484,0.206073,1.337472,0.141211,-0.309434,0.081224,0.016135,-0.204617,-0.978709,0.044061,-0.076678,0.291713,9.729831,-21.606415,-32.481911,,,,,,
1478365215.02,0.011202,0.203781,1.342454,-0.327312,-0.182673,0.301242,0.010970,-0.202374,-0.979247,0.078736,0.000027,0.440947,9.729831,-21.606415,-32.481911,,,,,,
1478365215.04,0.005113,0.190325,1.351201,-0.751190,-0.175105,0.456483,0.005021,-0.189178,-0.981930,0.089065,0.048065,0.360073,9.346607,-21.538921,-32.638889,,,,,,
1478365215.06,0.004424,0.174464,1.361548,-0.700281,0.251647,0.453087,0.004357,-0.173580,-0.984810,0.047844,0.118572,0.238915,9.098375,-21.240309,-32.903648,,,,,,
1478365215.09,0.015425,0.160348,1.369893,-0.683515,0.742152,0.325135,0.015226,-0.159662,-0.987054,0.016085,0.152658,0.177392,8.998352,-20.610975,-33.328648,,,,,,
1478365215.11,0.031485,0.142238,1.376188,-0.968517,0.747588,0.251120,0.031162,-0.141759,-0.989411,0.028882,0.125814,0.150604,9.284079,-20.287769,-33.448372,,,,,,
1478365215.13,0.044944,0.118556,1.382743,-1.129928,0.604193,0.296594,0.044614,-0.118278,-0.991978,0.094058,0.077324,-0.035580,9.895266,-19.306593,-33.851448,,,,,,
1478365215.15,0.055408,0.094859,1.391768,-1.097009,0.472396,0.394335,0.055131,-0.094717,-0.993977,0.049056,0.054098,-0.090664,9.895266,-19.306593,-33.851448,,,,,,
1478365215.17,0.063530,0.073375,1.402144,-0.993378,0.455204,0.429849,0.063317,-0.073309,-0.995297,0.040870,0.032690,-0.089343,10.281449,-18.177650,-34.357620,,,,,,
1478365215.19,0.077607,0.054722,1.411636,-0.847129,0.845287,0.338200,0.077413,-0.054695,-0.995498,0.030268,0.139564,-0.081971,10.390224,-17.685080,-34.581245,,,,,,
1478365215.21,0.096446,0.039033,1.419642,-0.714068,0.851478,0.304597,0.096223,-0.039023,-0.994595,0.054411,0.091681,-0.173222,11.044340,-16.842360,-34.798546,,,,,,
1478365215.24,0.112690,0.024422,1.428550,-0.768281,0.746599,0.376981,0.112418,-0.024419,-0.993361,0.112679,0.076864,-0.159105,11.438266,-16.495811,-34.837273,,,,,,
1478365215.26,0.126628,0.007735,1.439981,-0.851968,0.587503,0.457357,0.126286,-0.007735,-0.991964,0.100079,0.066634,-0.224162,12.044249,-15.768412,-34.969627,,,,,,
1478365215.28,0.135696,-0.008302,1.452256,-0.781496,0.304429,0.469421,0.135276,0.008302,-0.990773,0.039437,0.033187,-0.278941,12.044249,-15.768412,-34.969627,,,,,,
1478365215.30,0.139611,-0.022360,1.463885,-0.676809,0.146210,0.426945,0.139123,0.022359,-0.990023,-0.022851,0.027873,-0.269499,12.283695,-15.032987,-35.209393,,,,,,
1478365215.32,0.144923,-0.034283,1.473040,-0.589614,0.306663,0.273219,0.144332,0.034276,-0.988936,-0.080321,0.107875,-0.198366,12.267372,-14.717648,-35.348038,,,,,,
1478365215.34,0.153240,-0.046824,1.479411,-0.655519,0.407780,0.196798,0.152473,0.046807,-0.987199,-0.018089,0.105658,-0.265502,12.439847,-14.144266,-35.521420,,,,,,
1478365215.36,0.161260,-0.059973,1.485744,-0.617904,0.304623,0.196683,0.160274,0.059937,-0.985251,-0.025889,0.092529,-0.267450,12.439847,-14.144266,-35.521420,,,,,,
1478365215.39,0.165814,-0.070006,1.491305,-0.428439,0.130696,0.159903,0.164651,0.069949,-0.983869,-0.008202,0.125227,-0.486819,12.863829,-13.215315,-35.727562,,,,,,
1478365215.41,0.165873,-0.076188,1.494674,-0.241388,-0.109985,0.077932,0.164634,0.076115,-0.983414,-0.019828,0.111691,-0.541199,12.863829,-13.215315,-35.727562,,,,,,
1478365215.43,0.159230,-0.078103,1.494965,0.024487,-0.434302,-0.059524,0.158075,0.078023,-0.984340,-0.040170,0.088282,-0.595982,12.801649,-12.902054,-35.864132,,,,,,
1478365215.45,0.146399,-0.074195,1.491053,0.299834,-0.671994,-0.211633,0.145475,0.074127,-0.986581,-0.028440,0.081543,-0.570716,12.602018,-12.865959,-35.947704,,,,,,
1478365215.47,0.129877,-0.065938,1.483910,0.499918,-0.787710,-0.302137,0.129231,0.065890,-0.989423,0.005398,0.087568,-0.512866,11.951704,-13.099639,-36.085140,,,,,,
1478365215.49,0.111708,-0.052892,1.475789,0.749527,-0.852084,-0.303477,0.111320,0.052867,-0.992377,0.040017,0.079335,-0.491174,11.951704,-13.099639,-36.085140,,,,,,
1478365215.51,0.092356,-0.033778,1.467505,1.029774,-0.895751,-0.283338,0.092172,0.033772,-0.995170,0.052115,0.079296,-0.328926,10.694581,-14.140893,-36.086597,,,,,,
1478365215.54,0.073339,-0.011470,1.460489,1.048655,-0.876277,-0.208285,0.073269,0.011469,-0.997246,0.090473,0.092275,-0.189857,10.694581,-14.140893,-36.086597,,,,,,
1478365215.56,0.054883,0.009016,1.456079,0.903873,-0.837920,-0.101627,0.054854,-0.009016,-0.998454,0.108888,0.112761,-0.188650,9.785951,-15.279983,-35.879501,,,,,,
1478365215.58,0.038186,0.028310,1.453899,0.960492,-0.738329,-0.023415,0.038162,-0.028306,-0.998871,0.074662,0.098542,-0.125809,9.326547,-15.805198,-35.774185,,,,,,
1478365215.60,0.024098,0.053544,1.453596,1.317414,-0.610710,0.043431,0.024061,-0.053519,-0.998277,0.086184,0.135153,-0.131514,8.486156,-16.898365,-35.482555,,,,,,
1478365215.62,0.012994,0.082378,1.455037,1.283388,-0.464403,0.120636,0.012949,-0.082284,-0.996525,0.094076,0.141839,0.069569,8.486156,-16.898365,-35.482555,,,,,,
1478365215.64,0.003595,0.103074,1.457657,0.747612,-0.419524,0.132430,0.003575,-0.102892,-0.994686,0.085704,0.130159,0.227337,7.541109,-19.006021,-34.619129,,,,,,
1478365215.66,-0.005194,0.111276,1.459559,0.188259,-0.363070,0.049413,-0.005162,-0.111047,-0.993802,0.048268,0.131951,0.259808,7.541109,-19.006021,-34.619129,,,,,,
1478365215.68,-0.010959,0.112286,1.458399,-0.027283,-0.327131,-0.134403,-0.010890,-0.112051,-0.993643,-0.000813,0.138342,0.181250,7.058880,-19.465582,-34.465122,,,,,,
1478365215.71,-0.016206,0.106990,1.453724,-0.291009,-0.207992,-0.198376,-0.016113,-0.106786,-0.994152,0.051620,0.064427,0.037792,6.936641,-19.472923,-34.485786,,,,,,
1478365215.73,-0.021063,0.106774,1.452540,0.178886,-0.271253,0.009830,-0.020941,-0.106571,-0.994085,0.030829,0.100926,0.008672,6.771961,-19.197718,-34.672318,,,,,,
,,,,,,,,,,,,,,,,37.354362,-122.024525,45.773163,0.000000,-1.000000,1478365311.00
1478365215.75,-0.026247,0.115361,1.453256,0.486296,-0.193814,0.024224,-0.026070,-0.115105,-0.993011,0.035958,0.109459,0.007599,6.771961,-19.197718,-34.672318,,,,,,
1478365215.77,-0.029431,0.126509,1.454359,0.547575,-0.133758,0.035323,-0.029191,-0.126171,-0.991579,-0.032866,0.066952,0.091875,6.397505,-19.828945,-34.387009,,,,,,
1478365215.79,-0.033184,0.139382,1.455245,0.624047,-0.227326,0.004280,-0.032856,-0.138931,-0.989757,-0.030437,0.062881,0.102519,6.397505,-19.828945,-34.387009,,,,,,
1478365215.81,-0.041965,0.150762,1.454390,0.448344,-0.532497,-0.103203,-0.041477,-0.150192,-0.987786,-0.043011,0.058196,0.168725,6.183430,-20.483530,-34.040733,,,,,,
1478365215.83,-0.055034,0.157501,1.450313,0.236239,-0.657644,-0.257216,-0.054326,-0.156851,-0.986127,-0.071971,0.024160,0.215512,5.958526,-20.752937,-33.917442,,,,,,
1478365215.86,-0.065114,0.163222,1.443861,0.287013,-0.407819,-0.338564,-0.064203,-0.162498,-0.984618,-0.062094,0.029808,0.214003,5.437260,-21.014278,-33.844021,,,,,,
1478365215.88,-0.070080,0.171074,1.436618,0.353055,-0.253639,-0.353259,-0.069000,-0.170240,-0.982984,-0.023575,0.029814,0.202543,5.437260,-21.014278,-33.844021,,,,,,
1478365215.90,-0.074662,0.177193,1.430036,0.190541,-0.290539,-0.299477,-0.073424,-0.176268,-0.981600,0.017898,-0.034365,0.221148,5.277196,-21.427511,-33.609440,,,,,,
1478365215.92,-0.080024,0.179818,1.424484,0.086943,-0.272293,-0.245655,-0.078650,-0.178851,-0.980728,-0.011133,-0.046735,0.143432,5.277196,-21.427511,-33.609440,,,,,,
1478365215.94,-0.083259,0.184786,1.419776,0.302524,-0.153059,-0.242075,-0.081747,-0.183736,-0.979571,-0.023508,-0.019145,0.108980,5.151668,-21.513674,-33.573853,,,,,,
1478365215.96,-0.084833,0.193007,1.414566,0.357887,-0.112672,-0.273906,-0.083158,-0.191811,-0.977902,-0.003024,-0.034691,0.163968,5.167170,-21.798429,-33.387276,,,,,,
1478365215.98,-0.087294,0.198851,1.409522,0.171788,-0.190173,-0.236499,-0.085465,-0.197544,-0.976561,0.018128,-0.067486,0.217925,5.191676,-21.948723,-33.284851,,,,,,
1478365216.01,-0.090393,0.199188,1.405423,-0.093121,-0.156776,-0.153456,-0.088485,-0.197873,-0.976226,0.030944,-0.065723,0.263823,5.191676,-21.948723,-33.284851,,,,,,
1478365216.03,-0.090605,0.195186,1.402042,-0.240191,0.025425,-0.127937,-0.088763,-0.193949,-0.976988,0.017154,-0.053427,0.162962,5.157956,-21.873280,-33.339714,,,,,,
1478365216.05,-0.087446,0.191240,1.399448,-0.136440,0.181569,-0.074441,-0.085743,-0.190077,-0.978018,0.014133,-0.057299,0.163992,5.157956,-21.873280,-33.339714,,,,,,
1478365216.07,-0.082873,0.190333,1.398481,-0.004511,0.211123,-0.022455,-0.081283,-0.189185,-0.978571,0.016861,-0.080590,0.119395,5.356890,-21.657837,-33.448814,,,,,,
1478365216.09,-0.078197,0.189900,1.397852,-0.064574,0.222874,-0.029998,-0.076713,-0.188760,-0.979022,-0.002236,-0.042502,0.217487,5.601077,-21.632061,-33.425484,,,,,,
1478365216.11,-0.072564,0.187067,1.396560,-0.182305,0.277324,-0.048792,-0.071236,-0.185978,-0.979968,0.029915,-0.022472,0.223498,5.740785,-21.579353,-33.435852,,,,,,
1478365216.13,-0.064920,0.181078,1.395456,-0.336480,0.392694,-0.009832,-0.063813,-0.180090,-0.981578,0.064866,-0.026392,0.187434,5.740785,-21.579353,-33.435852,,,,,,
1478365216.16,-0.055583,0.172774,1.395725,-0.391774,0.437684,0.056080,-0.054727,-0.171915,-0.983590,0.059229,-0.024664,0.088128,6.337746,-21.104647,-33.630463,,,,,,
1478365216.18,-0.047208,0.165347,1.397122,-0.289361,0.356087,0.101496,-0.046546,-0.164594,-0.985262,0.066535,-0.019564,-0.015378,6.337746,-21.104647,-33.630463,,,,,,
