x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date
-0.137024,-0.946640,-0.173065,0.972036,3583.506004,2000-12-31 16:59:43.506 -0800
-0.083389,-0.979431,-0.210754,1.005314,3583.476461,2000-12-31 16:59:43.476 -0800
-0.104462,-0.964493,-0.200668,0.990670,3583.446916,2000-12-31 16:59:43.447 -0800
-0.117126,-0.972839,-0.207748,1.001646,3583.417364,2000-12-31 16:59:43.417 -0800
-0.096146,-0.960648,-0.201370,0.986224,3583.387830,2000-12-31 16:59:43.388 -0800
-0.090897,-0.955963,-0.192642,0.979407,3583.358289,2000-12-31 16:59:43.358 -0800
-0.074081,-0.964478,-0.200699,0.987920,3583.328748,2000-12-31 16:59:43.329 -0800
-0.088089,-0.961182,-0.202072,0.986135,3583.299208,2000-12-31 16:59:43.299 -0800
-0.103470,-0.967667,-0.206482,0.994846,3583.269665,2000-12-31 16:59:43.270 -0800
-0.109650,-0.959213,-0.205383,0.987064,3583.240123,2000-12-31 16:59:43.240 -0800
-0.113037,-0.970978,-0.208054,0.999431,3583.210586,2000-12-31 16:59:43.211 -0800
-0.120422,-0.963379,-0.208572,0.993027,3583.181047,2000-12-31 16:59:43.181 -0800
-0.092941,-0.977020,-0.219223,1.005617,3583.151509,2000-12-31 16:59:43.152 -0800
-0.065506,-0.969055,-0.189163,0.989516,3583.121968,2000-12-31 16:59:43.122 -0800
-0.098969,-0.955627,-0.197464,0.980821,3583.092427,2000-12-31 16:59:43.092 -0800
-0.109650,-0.973801,-0.202606,1.000680,3583.062883,2000-12-31 16:59:43.063 -0800
-0.112106,-0.964111,-0.207062,0.992448,3583.033348,2000-12-31 16:59:43.033 -0800
-0.108719,-0.968735,-0.211884,0.997578,3583.003805,2000-12-31 16:59:43.004 -0800
-0.094940,-0.962997,-0.187302,0.985627,3582.974265,2000-12-31 16:59:42.974 -0800
-0.084473,-0.974762,-0.176193,0.994153,3582.944724,2000-12-31 16:59:42.945 -0800
-0.082596,-0.957108,-0.165604,0.974834,3582.915182,2000-12-31 16:59:42.915 -0800
-0.103592,-0.967270,-0.190811,0.991338,3582.885638,2000-12-31 16:59:42.886 -0800
-0.105255,-0.975800,-0.195480,1.000738,3582.856100,2000-12-31 16:59:42.856 -0800
-0.120346,-0.963257,-0.186966,0.988586,3582.826559,2000-12-31 16:59:42.827 -0800
-0.099319,-0.982803,-0.210526,1.009994,3582.797017,2000-12-31 16:59:42.797 -0800
-0.124710,-0.967606,-0.175613,0.991289,3582.767475,2000-12-31 16:59:42.767 -0800
-0.121567,-0.964920,-0.210266,0.995018,3582.737934,2000-12-31 16:59:42.738 -0800
-0.115524,-0.957214,-0.189194,0.982547,3582.708387,2000-12-31 16:59:42.708 -0800
-0.110107,-0.967789,-0.188187,0.992045,3582.678850,2000-12-31 16:59:42.679 -0800
-0.120621,-0.972595,-0.149994,0.991458,3582.649308,2000-12-31 16:59:42.649 -0800
-0.097702,-0.966827,-0.163712,0.985445,3582.619767,2000-12-31 16:59:42.620 -0800
-0.080521,-0.971802,-0.172043,0.990192,3582.590226,2000-12-31 16:59:42.590 -0800
-0.113892,-0.962372,-0.178970,0.985475,3582.560687,2000-12-31 16:59:42.561 -0800
-0.183670,-0.966339,-0.204269,1.004625,3582.531139,2000-12-31 16:59:42.531 -0800
-0.160782,-0.949371,-0.224472,0.988708,3582.501602,2000-12-31 16:59:42.502 -0800
-0.141098,-0.970764,-0.161346,0.994145,3582.472059,2000-12-31 16:59:42.472 -0800
-0.116669,-0.959793,-0.140961,0.977079,3582.442516,2000-12-31 16:59:42.443 -0800
-0.121460,-0.973160,-0.109589,0.986814,3582.412978,2000-12-31 16:59:42.413 -0800
-0.147659,-0.948959,-0.136978,0.970098,3582.383438,2000-12-31 16:59:42.383 -0800
-0.231369,-0.966263,-0.143188,1.003842,3582.353896,2000-12-31 16:59:42.354 -0800
-0.200851,-0.950165,-0.121841,0.978775,3582.324355,2000-12-31 16:59:42.324 -0800
-0.050003,-1.014053,-0.116043,1.021896,3582.294815,2000-12-31 16:59:42.295 -0800
0.018661,-0.995392,-0.046127,0.996635,3582.265274,2000-12-31 16:59:42.265 -0800
-0.032349,-0.980560,-0.037537,0.981812,3582.235733,2000-12-31 16:59:42.236 -0800
-0.045792,-1.016190,-0.078491,1.020245,3582.206193,2000-12-31 16:59:42.206 -0800
-0.054840,-0.963181,-0.093491,0.969260,3582.176651,2000-12-31 16:59:42.177 -0800
-0.076950,-0.969269,-0.040176,0.973148,3582.147106,2000-12-31 16:59:42.147 -0800
-0.152008,-0.964844,-0.067200,0.979053,3582.117548,2000-12-31 16:59:42.118 -0800
-0.120728,-0.993149,-0.105087,1.005964,3582.088023,2000-12-31 16:59:42.088 -0800
-0.155487,-0.948547,-0.052216,0.962624,3582.058481,2000-12-31 16:59:42.058 -0800
-0.189117,-0.955185,0.005814,0.973744,3582.028937,2000-12-31 16:59:42.029 -0800
-0.122879,-1.014267,-0.003311,1.021689,3581.999392,2000-12-31 16:59:41.999 -0800
-0.189453,-0.965088,0.029297,0.983944,3581.969849,2000-12-31 16:59:41.970 -0800
-0.103653,-0.993225,0.069962,1.001067,3581.940307,2000-12-31 16:59:41.940 -0800
-0.118088,-0.996628,0.082718,1.007002,3581.910763,2000-12-31 16:59:41.911 -0800
-0.118591,-0.974976,0.090302,0.986304,3581.881221,2000-12-31 16:59:41.881 -0800
-0.087082,-1.004135,0.049240,1.009106,3581.851678,2000-12-31 16:59:41.852 -0800
-0.077560,-1.011642,0.084091,1.018090,3581.822133,2000-12-31 16:59:41.822 -0800
-0.169083,-0.963821,0.109406,0.984637,3581.792591,2000-12-31 16:59:41.793 -0800
-0.126007,-0.980301,0.066833,0.990623,3581.763046,2000-12-31 16:59:41.763 -0800
-0.147644,-0.993744,-0.020996,1.004871,3581.733562,2000-12-31 16:59:41.734 -0800
-0.111969,-0.960770,0.026215,0.967627,3581.704018,2000-12-31 16:59:41.704 -0800
-0.092896,-0.979309,0.052063,0.985082,3581.674476,2000-12-31 16:59:41.674 -0800
-0.123093,-0.989975,0.101273,1.002725,3581.644934,2000-12-31 16:59:41.645 -0800
-0.084076,-0.983444,0.164658,1.000671,3581.615391,2000-12-31 16:59:41.615 -0800
